run Id,cpu_percent,execution_time_sec
0,79.1,349.044134
1,79.5,29.646855
2,67.4,220.370404
3,87.3,81.507394
4,90.4,258.262767
5,58.5,35.578201
6,68.2,21.673627
7,67.5,396.328342
8,86,113.647389
9,71.7,38.32132
10,79.5,154.170706
11,83.1,53.181108
12,67.1,385.68795
13,80.5,48.007378
14,90.7,71.630935
15,71.4,94.33287
16,82,285.876079
17,65.4,84.56484
18,76.8,198.661663
19,80.6,153.486389
