Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
1759438337654,-290625,4238
1759438337759,-290625,4238
1759438337864,-271093,4238
1759438337970,-271093,4238
1759438338074,-283593,4238
1759438338181,-283593,4238
1759438338283,-258593,4238
1759438338387,-220312,4238
1759438338491,-220312,4238
1759438338598,-452343,4238
1759438338701,-452343,4238
1759438338805,-245312,4238
1759438338907,-245312,4238
1759438339011,-248437,4238
1759438339115,-206250,4238
1759438339218,-206250,4238
1759438339322,-254687,4238
1759438339425,-254687,4238
1759438339528,-208593,4238
1759438339632,-208593,4238
1759438339735,-156250,4238
1759438339839,-156250,4238
1759438339942,-182812,4238
1759438340046,-164843,4238
1759438340150,-164843,4238
1759438340256,-166406,4238
1759438340359,-166406,4238
1759438340463,-189062,4238
1759438340568,-189062,4238
1759438340671,-210156,4238
1759438340774,-171875,4238
1759438340877,-171875,4238
1759438340982,-259375,4238
1759438341087,-259375,4238
1759438341190,-165625,4238
1759438341294,-165625,4238
1759438341398,-160156,4238
1759438341502,-198437,4238
1759438341607,-198437,4238
1759438341712,-239062,4238
1759438341816,-239062,4238
1759438341920,-185156,4238
1759438342025,-185156,4238
1759438342129,-196875,4238
1759438342233,-229687,4238
1759438342338,-229687,4238
1759438342442,-310937,4238
1759438342567,-310937,4238
1759438342671,-153125,4238
1759438342775,-168750,4238
1759438342879,-168750,4238
1759438342983,-188281,4238
1759438343087,-188281,4238
1759438343190,-137500,4238
1759438343293,-137500,4238
1759438343397,-189062,4238
