Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
1759438300686,-294531,4239
1759438300792,-208593,4239
1759438300897,-208593,4239
1759438301005,-172656,4239
1759438301113,-172656,4239
1759438301228,-452343,4239
1759438301337,-134375,4239
1759438301444,-134375,4239
1759438301581,-307812,4239
1759438301687,-409375,4239
1759438301793,-409375,4239
1759438301898,-153906,4239
1759438302004,-153906,4239
1759438302111,-461718,4239
1759438302216,-260937,4239
1759438302324,-260937,4239
1759438302431,-211718,4239
1759438302536,-211718,4239
1759438302642,-375000,4239
1759438302747,-375000,4239
1759438302852,-351562,4239
1759438302958,-323437,4239
1759438303064,-323437,4239
1759438303169,-483593,4239
1759438303273,-483593,4239
1759438303379,-160156,4239
1759438303486,-114843,4239
1759438303592,-114843,4239
1759438303698,-203906,4239
1759438303805,-203906,4239
1759438303912,-239062,4239
1759438304019,-239062,4239
1759438304130,-292968,4239
1759438304234,-355468,4239
1759438304342,-355468,4239
1759438304451,-168750,4239
1759438304558,-168750,4239
1759438304666,-252343,4239
1759438304771,-206250,4239
1759438304878,-206250,4239
1759438304986,-245312,4239
1759438305090,-245312,4239
1759438305197,-213281,4239
1759438305302,-213281,4239
1759438305410,-228906,4239
1759438305517,-253125,4239
1759438305624,-253125,4239
1759438305728,-187500,4239
1759438305833,-187500,4239
1759438305937,-139843,4239
1759438306044,-139843,4239
1759438306154,-195312,4239
1759438306259,-232812,4239
1759438306363,-232812,4239
1759438306469,-187500,4239
1759438306575,-187500,4239
1759438306681,-236718,4239
1759438306787,-163281,4239
1759438306892,-163281,4239
1759438306995,-300000,4239
