Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
1760384594530,1450781,4008
1760384594634,1450781,4008
1760384594737,1407031,4008
1760384594841,1407031,4008
1760384594945,1613281,4008
1760384595048,1298437,4008
1760384595151,1298437,4008
1760384595253,1178125,4008
1760384595357,1178125,4008
1760384595461,1343750,4008
1760384595566,1343750,4008
1760384595670,1749218,4008
1760384595774,1586718,4008
1760384595879,1586718,4008
1760384595984,1798437,4008
1760384596088,1798437,4008
1760384596192,1778906,4008
1760384596295,1778906,4008
1760384596399,1814062,4008
1760384596503,1840625,4008
1760384596609,1840625,4008
1760384596716,1603125,4008
1760384596822,1603125,4008
1760384596925,1807812,4008
1760384597029,1807812,4008
1760384597133,1735156,4008
1760384597239,1762500,4008
1760384597344,1762500,4008
1760384597451,1709375,4008
1760384597562,1709375,4008
1760384597668,1656250,4008
1760384597771,1737500,4008
1760384597875,1737500,4008
1760384597979,1654687,4008
1760384598086,1654687,4008
1760384598188,1842187,4008
1760384598292,1842187,4008
1760384598397,1884375,4008
1760384598501,1875000,4008
1760384598604,1875000,4008
1760384598709,1898437,4008
1760384598817,1898437,4008
1760384598921,1897656,4008
1760384599025,1897656,4008
1760384599130,1846093,4008
1760384599234,1862500,4008
1760384599341,1862500,4008
1760384599450,1840625,4008
1760384599555,1840625,4008
1760384599662,1903125,4008
1760384599767,1903125,4008
1760384599874,1869531,4008
1760384599981,1801562,4008
1760384600086,1801562,4008
