Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
1760460665738,278125,4358
1760460665841,290625,4358
1760460665946,290625,4358
1760460666050,251562,4358
1760460666155,251562,4358
1760460666260,303906,4358
1760460666366,303906,4358
1760460666471,178125,4358
1760460666575,315625,4358
1760460666679,315625,4358
1760460666784,325781,4358
1760460666889,325781,4358
1760460666994,178906,4358
1760460667098,292187,4358
1760460667202,292187,4358
1760460667306,322656,4358
1760460667410,322656,4358
1760460667514,374218,4358
1760460667621,374218,4358
1760460667724,315625,4358
1760460667829,376562,4358
1760460667932,376562,4358
1760460668036,274218,4358
1760460668140,274218,4358
1760460668249,277343,4358
1760460668355,277343,4358
1760460668461,344531,4358
1760460668566,-157031,4358
1760460668672,-157031,4358
1760460668779,251562,4358
1760460668888,251562,4358
1760460668993,45312,4358
1760460669100,45312,4358
1760460669204,260156,4358
1760460669309,399218,4358
1760460669413,399218,4358
1760460669517,402343,4358
1760460669623,402343,4358
1760460669728,418750,4358
1760460669838,367187,4358
1760460669944,367187,4358
1760460670047,358593,4358
1760460670150,358593,4358
1760460670254,289062,4358
1760460670357,289062,4358
1760460670463,235937,4358
1760460670568,422656,4358
1760460670676,422656,4358
1760460670780,407812,4358
1760460670884,407812,4358
1760460670989,392968,4358
1760460671095,392968,4358
1760460671202,389843,4358
1760460671309,267968,4358
1760460671416,267968,4358
