device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
Pixel 6,com-android-settings,35,4436.0,-664087.160941,-337627.583015,-337621.591223,-2945.84644857
Pixel 6,com-android-settings,36,4436.0,-657031.180307,-341945.578315,-341949.213376,-2914.55265825
Pixel 6,com-android-settings,37,4436.0,-668717.519731,-369444.277716,-369441.03631,-2966.43406133
Pixel 6,com-android-settings,38,4436.0,-682803.367739,-349776.351405,-349779.010253,-3028.90012198
Pixel 6,com-android-settings,39,4436.0,-658115.272593,-347150.37159,-347152.771953,-2919.40552314
Pixel 6,com-android-settings,40,4436.0,-664340.142373,-372067.81314,-372069.001195,-2947.00125861
Pixel 6,com-android-settings,41,4436.0,-688554.993565,-365724.548133,-365727.841617,-3054.43397664
Pixel 6,com-android-settings,42,4436.0,-671378.390498,-333119.266746,-333119.033165,-2978.27182614
Pixel 6,com-android-settings,43,4436.0,-662608.151473,-332276.493088,-332275.4292,-2939.42154616
Pixel 6,com-android-settings,44,4436.0,-665542.396459,-373546.989867,-373549.327018,-2952.2625579
Pixel 6,com-android-settings,45,4436.0,-652076.648826,-352493.749509,-352492.481857,-2892.59913976
Pixel 6,com-android-settings,46,4436.0,-659032.475357,-335260.835821,-335260.322607,-2923.41179099
Pixel 6,com-android-settings,47,4436.0,-689494.6627,-381903.970941,-381903.528498,-3058.57853066
Pixel 6,com-android-settings,48,4436.0,-645745.520275,-361866.646738,-361868.420504,-2864.47093874
Pixel 6,com-android-settings,49,4436.0,-663165.884324,-348260.112619,-348260.428499,-2941.84290524
Pixel 6,com-android-settings,50,4436.0,-678435.548268,-361392.464863,-361394.502312,-3009.5058098
Pixel 6,com-android-settings,51,4436.0,-658513.424998,-320858.898437,-320859.603618,-2921.16460834
Pixel 6,com-android-settings,52,4436.0,-633786.815375,-329233.037677,-329232.450835,-2811.44580387
Pixel 6,com-android-settings,53,4436.0,-683798.565918,-356104.754113,-356104.859983,-3033.33274072
Pixel 6,com-android-settings,54,4436.0,-653858.763426,-347181.897348,-347180.778499,-2900.4355084
Pixel 6,com-android-settings,55,4436.0,-650033.769217,-358015.832192,-358016.067498,-2883.54769972
Pixel 6,com-android-settings,56,4436.0,-656260.399353,-346429.277684,-346426.750631,-2911.23991641
Pixel 6,com-android-settings,57,4436.0,-662164.706286,-353625.852553,-353626.367392,-2937.38581476
Pixel 6,com-android-settings,58,4436.0,-678061.561973,-341842.920315,-341837.890819,-3007.93984063
Pixel 6,com-android-settings,59,4436.0,-648405.304988,-316093.331038,-316091.714265,-2876.30097031
