Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
1759437506928,-221093,4252
1759437507035,-221093,4252
1759437507140,-198437,4252
1759437507244,-162500,4252
1759437507451,-163281,4252
1759437507555,-163281,4252
1759437507659,-156250,4252
1759437507769,-156250,4252
1759437507875,-315625,4252
1759437507979,-328125,4252
1759437508086,-328125,4252
1759437508200,-98437,4252
1759437508310,-98437,4252
1759437508416,-114843,4252
1759437508524,-261718,4252
1759437508630,-261718,4252
1759437508736,-146875,4252
1759437508840,-146875,4252
1759437508944,-236718,4252
1759437509048,-236718,4252
1759437509155,-214062,4252
1759437509261,-148437,4252
1759437509365,-148437,4252
1759437509468,-267968,4252
1759437509575,-267968,4252
1759437509679,-178125,4252
1759437509783,-178125,4252
1759437509887,-217187,4252
1759437509991,-296093,4252
1759437510097,-296093,4252
1759437510201,-227343,4252
1759437510308,-227343,4252
1759437510415,-449218,4252
1759437510524,-449218,4252
1759437510632,-131250,4252
1759437510739,-161718,4252
1759437510842,-161718,4252
1759437510948,-300000,4252
1759437511051,-300000,4252
1759437511155,-129687,4252
1759437511259,-166406,4252
1759437511363,-166406,4252
1759437511468,-201562,4252
1759437511573,-201562,4252
1759437511680,-253125,4252
1759437511787,-253125,4252
1759437511894,-294531,4252
1759437511999,-256250,4252
1759437512106,-256250,4252
1759437512211,-203906,4252
1759437512316,-203906,4252
1759437512426,-69531,4252
1759437512532,-69531,4252
1759437512639,-140625,4252
1759437512748,-102343,4252
1759437512854,-102343,4252
1759437512958,-267968,4252
1759437513066,-267968,4252
1759437513172,-166406,4252
1759437513278,-79687,4252
1759437513384,-79687,4252
1759437513488,-345312,4252
1759437513596,-345312,4252
1759437513703,-143750,4252
1759437513807,-143750,4252
1759437513909,-352343,4252
1759437514018,-203906,4252
1759437514124,-203906,4252
1759437514228,-85937,4252
1759437514332,-85937,4252
1759437514439,-117968,4252
1759437514545,-117968,4252
1759437514649,-69531,4252
1759437514753,-219531,4252
1759437514862,-219531,4252
1759437514968,-146093,4252
1759437515072,-146093,4252
1759437515175,-136718,4252
1759437515282,-163281,4252
1759437515388,-163281,4252
1759437515493,-155468,4252
1759437515599,-155468,4252
1759437515705,-121093,4252
1759437515811,-121093,4252
1759437515917,-177343,4252
1759437516022,-81250,4252
1759437516128,-81250,4252
1759437516233,-182031,4252
1759437516338,-182031,4252
1759437516445,-177343,4252
1759437516550,-177343,4252
1759437516655,-239062,4252
1759437516761,-165625,4252
1759437516867,-165625,4252
1759437516973,-213281,4252
1759437517079,-213281,4252
1759437517183,-196875,4252
1759437517292,-167968,4252
1759437517399,-167968,4252
1759437517502,-179687,4252
1759437517607,-179687,4252
1759437517711,-338281,4252
1759437517815,-338281,4252
1759437517920,-206250,4252
1759437518026,-254687,4252
1759437518133,-254687,4252
1759437518238,-210156,4252
1759437518346,-210156,4252
1759437518453,-219531,4252
1759437518560,-219531,4252
1759437518667,-175781,4252
1759437518770,-271093,4252
1759437518876,-271093,4252
1759437518983,-123437,4252
1759437519087,-123437,4252
1759437519193,-348437,4252
1759437519299,-245312,4252
1759437519403,-245312,4252
1759437519506,-195312,4252
1759437519610,-195312,4252
1759437519718,-258593,4252
1759437519822,-258593,4252
1759437519927,-271875,4252
1759437520034,-196875,4252
1759437520138,-196875,4252
1759437520241,-289843,4252
1759437520345,-289843,4252
1759437520452,-277343,4252
1759437520556,-277343,4252
1759437520662,-207031,4252
1759437520766,-214843,4252
1759437520872,-214843,4252
1759437520978,-96093,4252
1759437521083,-96093,4252
1759437521187,-169531,4252
1759437521293,-169531,4252
1759437521396,-210156,4252
1759437521500,-193750,4252
1759437521606,-193750,4252
1759437521713,-175781,4252
1759437521819,-175781,4252
1759437521925,-171875,4252
1759437522033,-171875,4252
1759437522137,-232812,4252
1759437522243,-235156,4252
1759437522349,-235156,4252
1759437522455,-293750,4252
1759437522570,-293750,4252
1759437522673,-157031,4252
1759437522780,-198437,4252
1759437522884,-198437,4252
1759437522988,-296093,4252
1759437523094,-296093,4252
1759437523200,-236718,4252
1759437523306,-236718,4252
1759437523414,-177343,4252
1759437523521,-150781,4252
1759437523625,-150781,4252
1759437523735,-335937,4252
1759437523842,-335937,4252
1759437523948,-182812,4252
1759437524056,-149218,4252
1759437524163,-149218,4252
1759437524270,-207812,4252
1759437524377,-207812,4252
1759437524483,-203125,4252
1759437524590,-203125,4252
1759437524696,-145312,4252
1759437524802,-171875,4252
1759437524910,-171875,4252
1759437525018,-223437,4252
1759437525125,-223437,4252
1759437525232,-210156,4252
1759437525338,-177343,4252
1759437525444,-177343,4252
1759437525552,-160156,4252
1759437525659,-160156,4252
1759437525764,-201562,4252
1759437525872,-201562,4252
1759437525982,-113281,4252
1759437526088,-117968,4252
1759437526198,-117968,4252
1759437526306,-172656,4252
1759437526414,-172656,4252
1759437526522,-195312,4252
1759437526630,-136718,4252
1759437526736,-136718,4252
1759437526843,-148437,4252
1759437526951,-148437,4252
1759437527058,-310156,4252
1759437527165,-182031,4252
