run Id,cpu_percent,execution_time_sec
0,64.7,74.827832
1,90.6,154.281876
2,55.4,99.808235
3,79.8,217.172958
4,93.6,296.147869
5,78.4,181.421298
6,66.4,29.883632
7,65.6,195.368694
8,76.8,260.887442
9,81.3,79.418202
10,91.2,40.291622
11,57.5,85.861787
12,94.2,65.107392
13,92.5,248.095226
14,78.3,159.058099
15,94.2,189.663811
16,85.8,110.866407
17,81.5,258.903109
18,87.3,95.396546
19,83.9,291.209429
