Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
1760380628067,1739843,3787
1760380628174,1618750,3787
1760380628280,1618750,3787
1760380628385,1644531,3787
1760380628493,1650781,3787
1760380628606,1650781,3787
1760380628710,892968,3787
1760380628814,892968,3787
1760380628918,1342968,3787
1760380629023,1342968,3787
1760380629126,1310937,3787
1760380629233,581250,3787
1760380629335,581250,3787
1760380629439,494531,3787
1760380629540,494531,3787
1760380629642,669531,3787
1760380629748,669531,3787
1760380629851,777343,3787
1760380629955,-746875,3787
1760380630058,-746875,3787
1760380630170,-978125,3787
1760380630273,-978125,3787
1760380630374,-656250,3787
1760380630477,-656250,3787
1760380630580,925781,3787
1760380630684,408593,3787
1760380630786,408593,3787
1760380630889,-458593,3787
1760380630992,-458593,3787
1760380631096,-432812,3787
1760380631200,-432812,3787
1760380631305,-103906,3787
1760380631408,-271875,3787
1760380631510,-271875,3787
1760380631613,-490625,3787
1760380631716,-490625,3787
1760380631823,49218,3787
1760380631925,49218,3787
1760380632029,-87500,3787
1760380632131,-87500,3787
1760380632232,-271875,3787
1760380632336,-691406,3787
1760380632439,-691406,3787
1760380632542,-588281,3787
1760380632645,-588281,3787
1760380632748,-418750,3787
1760380632853,-418750,3787
1760380632955,129687,3787
1760380633058,-246875,3787
1760380633160,-246875,3787
1760380633262,75781,3787
1760380633363,75781,3787
1760380633465,-159375,3787
1760380633567,-159375,3787
1760380633668,-196875,3787
1760380633770,-196875,3787
1760380633872,64843,3787
1760380633974,40625,3787
1760380634075,40625,3787
1760380634177,-460156,3787
1760380634280,-460156,3787
1760380634384,311718,3787
1760380634486,311718,3787
1760380634591,-227343,3787
1760380634694,40625,3787
1760380634796,40625,3787
1760380634900,314843,3787
1760380635002,314843,3787
1760380635105,60156,3787
1760380635207,60156,3787
1760380635309,61718,3787
1760380635411,61718,3787
1760380635513,532812,3787
1760380635615,42187,3787
1760380635718,42187,3787
1760380635819,192968,3787
1760380635922,192968,3787
1760380636033,138281,3787
1760380636135,138281,3787
1760380636239,46875,3787
1760380636341,84375,3787
1760380636449,84375,3787
1760380636555,133593,3787
1760380636658,133593,3787
1760380636761,167187,3787
1760380636869,167187,3787
1760380636973,80468,3787
1760380637077,-66406,3787
1760380637182,-66406,3787
1760380637285,49218,3787
1760380637388,49218,3787
1760380637490,347656,3787
1760380637593,347656,3787
1760380637695,376562,3787
1760380637799,-167968,3787
1760380637901,-167968,3787
1760380638003,563281,3787
1760380638106,563281,3787
1760380638208,771875,3787
1760380638310,771875,3787
1760380638412,1829687,3787
1760380638518,1829687,3787
1760380638622,1842968,3787
1760380638727,1906250,3787
1760380638831,1906250,3787
1760380638936,1907812,3787
1760380639039,1907812,3787
1760380639145,1917187,3787
1760380639251,1917187,3787
1760380639356,1887500,3787
1760380639460,1939843,3787
1760380639564,1939843,3787
1760380639671,1910937,3787
1760380639776,1910937,3787
1760380639880,1906250,3787
1760380639986,1906250,3787
1760380640089,1901562,3787
1760380640192,1871875,3787
1760380640297,1871875,3787
1760380640403,1871093,3787
1760380640508,1871093,3787
1760380640612,1895312,3787
1760380640716,1895312,3787
1760380640821,1876562,3787
1760380640925,1813281,3787
1760380641030,1813281,3787
1760380641136,1904687,3787
1760380641242,1904687,3787
1760380641347,1875781,3787
1760380641452,1839843,3787
1760380641557,1839843,3787
1760380641662,1869531,3787
1760380641765,1869531,3787
1760380641870,1894531,3787
1760380641974,1894531,3787
1760380642080,1810937,3787
1760380642186,1887500,3787
1760380642290,1887500,3787
1760380642395,1907031,3787
1760380642499,1907031,3787
1760380642604,1897656,3787
1760380642709,1897656,3787
1760380642815,1920312,3787
1760380642920,1913281,3787
1760380643025,1913281,3787
1760380643130,1894531,3787
1760380643234,1894531,3787
1760380643337,1850000,3787
1760380643442,1850000,3787
1760380643547,1920312,3787
1760380643651,1929687,3787
1760380643756,1929687,3787
1760380643860,1930468,3787
1760380643965,1930468,3787
1760380644071,1933593,3787
1760380644175,1933593,3787
1760380644279,1917187,3787
1760380644386,1868750,3787
1760380644491,1868750,3787
1760380644595,1834375,3787
1760380644702,1834375,3787
1760380644807,1913281,3787
1760380644911,1913281,3787
1760380645018,1834375,3787
1760380645123,1903906,3787
1760380645228,1903906,3787
1760380645332,1867968,3787
1760380645436,1867968,3787
1760380645542,1884375,3787
1760380645645,1884375,3787
1760380645751,1834375,3787
1760380645854,1845312,3787
1760380645958,1845312,3787
1760380646063,1785156,3787
1760380646167,1785156,3787
1760380646273,1919531,3787
1760380646377,1919531,3787
1760380646483,1894531,3787
1760380646587,1898437,3787
1760380646691,1898437,3787
1760380646795,1856250,3787
1760380646898,1856250,3787
1760380647003,1821093,3787
1760380647108,1821093,3787
1760380647213,1903906,3787
1760380647317,1927343,3787
1760380647421,1927343,3787
1760380647527,1926562,3787
1760380647630,1926562,3787
1760380647736,1892187,3787
1760380647842,1817968,3787
1760380647946,1817968,3787
1760380648049,1277343,3787
1760380648153,1277343,3787
1760380648258,1679687,3787
1760380648361,1679687,3787
1760380648466,1843750,3787
1760380648574,1867968,3787
1760380648678,1867968,3787
1760380648781,1846093,3787
1760380648886,1846093,3787
1760380648991,1831250,3787
1760380649096,1831250,3787
1760380649199,1685937,3787
1760380649304,1834375,3787
1760380649409,1834375,3787
1760380649513,1856250,3787
1760380649619,1856250,3787
1760380649726,1849218,3787
1760380649834,1849218,3787
1760380649948,1903125,3787
1760380650052,1894531,3787
1760380650157,1894531,3787
1760380650260,1871093,3787
1760380650366,1871093,3787
1760380650469,1828125,3787
1760380650573,1828125,3787
1760380650678,1896875,3787
1760380650782,1904687,3787
1760380650885,1904687,3787
1760380650988,1895312,3787
1760380651092,1895312,3787
1760380651198,1907031,3787
1760380651302,1907031,3787
1760380651406,1885156,3787
1760380651512,1907812,3787
1760380651615,1907812,3787
1760380651718,1923437,3787
1760380651823,1923437,3787
1760380651927,1914843,3787
1760380652032,1914843,3787
1760380652142,1900781,3787
1760380652246,1930468,3787
1760380652349,1930468,3787
1760380652452,1916406,3787
1760380652557,1916406,3787
1760380652660,1900781,3787
1760380652765,1900781,3787
1760380652868,1857031,3787
1760380652972,1898437,3787
1760380653076,1898437,3787
1760380653180,1878125,3787
1760380653284,1878125,3787
1760380653388,1893750,3787
1760380653493,1893750,3787
1760380653598,1833593,3787
1760380653703,1906250,3787
1760380653807,1906250,3787
1760380653912,1842968,3787
1760380654015,1842968,3787
1760380654118,1837500,3787
1760380654222,1837500,3787
1760380654326,1898437,3787
1760380654433,1882812,3787
1760380654537,1882812,3787
1760380654640,1885156,3787
1760380654746,1885156,3787
1760380654851,1897656,3787
1760380654956,1897656,3787
1760380655061,1911718,3787
1760380655166,1907812,3787
1760380655270,1907812,3787
1760380655376,1908593,3787
1760380655480,1908593,3787
1760380655584,1946875,3787
1760380655689,1946875,3787
1760380655795,1906250,3787
1760380655899,1922656,3787
1760380656002,1922656,3787
1760380656107,1924218,3787
1760380656210,1924218,3787
1760380656315,1916406,3787
1760380656419,1916406,3787
1760380656524,1853906,3787
1760380656629,1914843,3787
