Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
1760384799264,1592968,4020
1760384799372,1592968,4020
1760384799477,1689843,4020
1760384799582,1535937,4020
1760384799686,1535937,4020
1760384799790,1403906,4020
1760384799893,1403906,4020
1760384799996,727343,4020
1760384800100,727343,4020
1760384800202,654687,4020
1760384800306,-328906,4020
1760384800409,-328906,4020
1760384800513,860937,4020
1760384800617,860937,4020
1760384800721,630468,4020
1760384800824,630468,4020
1760384800928,-771093,4020
1760384801030,-614843,4020
1760384801132,-614843,4020
1760384801234,-1192187,4020
1760384801342,-1192187,4020
1760384801448,-853125,4020
1760384801555,-853125,4020
1760384801663,-573437,4020
1760384801765,-835937,4020
1760384801874,-835937,4020
1760384801981,-546875,4020
1760384802083,-546875,4020
1760384802202,-344531,4020
1760384802306,-344531,4020
1760384802409,-515625,4020
1760384802514,100781,4020
1760384802622,100781,4020
1760384802725,-484375,4020
1760384802831,-484375,4020
1760384802933,-137500,4020
1760384803036,-137500,4020
1760384803139,-285156,4020
1760384803242,-537500,4020
1760384803345,-537500,4020
1760384803447,-288281,4020
1760384803552,-288281,4020
1760384803659,148437,4020
1760384803762,148437,4020
1760384803863,-34375,4020
1760384803967,-261718,4020
1760384804069,-261718,4020
1760384804171,-293750,4020
1760384804272,-293750,4020
1760384804374,-312500,4020
1760384804475,-312500,4020
1760384804578,-153125,4020
1760384804680,-153125,4020
1760384804781,-447656,4020
1760384804884,-504687,4020
1760384804987,-504687,4020
1760384805089,188281,4020
1760384805194,188281,4020
1760384805298,-192187,4020
1760384805401,-192187,4020
1760384805504,-367187,4020
1760384805606,147656,4020
1760384805708,147656,4020
1760384805810,438281,4020
1760384805912,438281,4020
1760384806014,5468,4020
1760384806115,5468,4020
1760384806218,261718,4020
1760384806323,261718,4020
1760384806425,-59375,4020
1760384806527,-179687,4020
1760384806629,-179687,4020
1760384806732,130468,4020
1760384806833,130468,4020
1760384806936,-29687,4020
1760384807043,-29687,4020
1760384807146,-296875,4020
1760384807248,89062,4020
1760384807352,89062,4020
1760384807457,-142968,4020
1760384807559,-142968,4020
1760384807661,-55468,4020
1760384807764,-55468,4020
1760384807867,496093,4020
1760384807969,-272656,4020
1760384808072,-272656,4020
1760384808174,-269531,4020
1760384808277,-269531,4020
1760384808383,-278125,4020
1760384808486,-278125,4020
1760384808590,203125,4020
1760384808695,203125,4020
1760384808797,63281,4020
1760384808900,-153125,4020
1760384809003,-153125,4020
1760384809105,-169531,4020
1760384809207,-169531,4020
1760384809309,380468,4020
1760384809412,380468,4020
1760384809522,277343,4020
1760384809626,56250,4020
1760384809728,56250,4020
1760384809830,-78125,4020
1760384809931,-78125,4020
1760384810034,95312,4020
1760384810137,95312,4020
1760384810240,497656,4020
1760384810342,497656,4020
1760384810445,93750,4020
1760384810548,-53906,4020
1760384810656,-53906,4020
1760384810765,170312,4020
1760384810869,170312,4020
1760384810971,417968,4020
1760384811074,104687,4020
1760384811177,104687,4020
1760384811279,-30468,4020
1760384811382,-30468,4020
1760384811486,310156,4020
1760384811589,310156,4020
1760384811693,651562,4020
1760384811798,651562,4020
1760384811900,804687,4020
1760384812002,209375,4020
1760384812106,209375,4020
1760384812209,501562,4020
1760384812315,501562,4020
1760384812418,289843,4020
1760384812521,289843,4020
1760384812623,254687,4020
1760384812726,228125,4020
1760384812831,228125,4020
1760384812934,414843,4020
1760384813036,414843,4020
1760384813138,97656,4020
1760384813240,97656,4020
1760384813343,16406,4020
1760384813446,16406,4020
1760384813547,91406,4020
1760384813653,364062,4020
1760384813755,364062,4020
1760384813857,78125,4020
1760384813961,78125,4020
